	year	to_country_id	to_country	performer	song	place_contest	sf_num	running_final	running_sf	place_final	points_final	place_sf	points_sf	points_tele_final	points_jury_final	points_tele_sf	points_jury_sf	composers	lyricists	lyrics	youtube_url	is_last	spotify_links	explanation_correct	explanation_incorrect
604	1991	se	Sweden	Carola	Fångad Av En Stormvind	1.0		8.0		1.0	146.0							Stephan Berg		Jag har aldrig slutat tro\nAtt efter varje natt väntar gryningen\nFast jag inte kan förstå\nSå finns det tid för skratt när jag börjar om igen\n\nKänner doften från en stilla ocean\nPlötsligt står jag i en levande orkan\n\nJag är fångad av en stormvind, fast för dig\nIngenting kan hindra mig när det blåser i mitt hjärta\nFångad av en stormvind natt och dag\nHär finns bara du och jag, och det ljus som himlen lämnat kvar\n\nDet är dags att ge sig av\nFör stunder som har flytt kommer aldrig mer\nReser ut på öppet hav\nDär allting blir som nytt i den framtid som du ger\n\nUtan saknad lämnar jag min trygga hamn\nFri men ändå bunden till en öppen famn\n\nJag är fångad av en stormvind, fast för dig\nIngenting kan hindra mig när det blåser i mitt hjärta\nFångad av en stormvind natt och dag\nHär finns bara du och jag, och det ljus som himlen lämnat kvar\n\nVi går tillsammans, förenad av kärlekens band\nMin längtan vaknar när du ler och räcker mig din hand\n\nJag är fångad av en stormvind\nFångad av en stormvind, (fast för dig)\nIngenting kan hindra mig när det blåser i mitt hjärta\nFångad av en stormvind natt och dag\nHär finns bara du och jag, och det ljus som himlen lämnat kvar\n\n(Fångad av en stormvind)\nJag är fångad av en stormvind	https://youtube.com/watch?v=7wnS4nu-bOc	False	https://open.spotify.com/embed/track/06xX9E1BTTwyOwyaBuszSK?utm_source=generator	"??? - Based on the lyrics, the line ""Jag är fångad av en stormvind, fast för dig"" expresses a strong emotional connection and devotion to someone, which could resonate with the audience and the judges. Additionally, the song has a catchy melody and a strong chorus that could be easily memorable and appealing to the viewers. The fact that the song is sung in Swedish could also add a unique and exotic touch to it, making it stand out among the other entries. Therefore, the combination of the emotional lyrics, catchy melody, and unique language could make this song a potential winner."	"Based on the lyrics of the song ""Fångad Av En Stormvind"" by Carola from Sweden, my prediction is that it will be a loser at the Eurovision song contest. The line ""Fri men ändå bunden till en öppen famn"" is the part of the lyrics that had the biggest influence on my prediction. This line suggests a sense of being trapped or bound despite being free, which may not resonate well with the audience. Additionally, the overall tone of the song seems to be melancholic and reflective, which may not be as catchy or upbeat as other Eurovision entries."
625	1991	at	Austria	Thomas Forstner	Venedig Im Regen	22.0		6.0		22.0	0.0							Hubert Moser;Robby Musenbichler;Wolfgang Eltner		Lichter im Regen, ich hab' dich gesehen\nEin Lächeln wie sanfte Magie\nVerzaubert, erfroren, ganz in dir verloren\nGefühle so tief wie die Nacht\n\nStilles Begreifen und Sehnsucht nach mehr\nZärtliche Augen, will dir gehör'n\n\nVenedig im Regen\nLass uns diese Nacht einfach träumen (Träumen...)\nVenedig im Regen\nBis ans Ende der Nacht einfach träumen\n\nDein Atem ganz leicht, an meiner Schulter vergraben\nDein Zauber ganz tief in mir\nErfühlen, erahnen, von dir fortgetragen\nBei dir sein und doch nicht hier\n\nStilles Begreifen und Sehnsucht nach mehr\nZu zärtliche Augen, will dir gehör'n\n\nVenedig im Regen\nLass uns diese Nacht einfach träumen (Träumen...)\nVenedig im Regen\nBis ans Ende der Nacht einfach träumen\n\nVenedig im Regen\n(Lass uns diese Nacht) einfach träumen (Träumen...)\nVenedig im Regen\nBis ans Ende der Nacht einfach träumen\n\nVenedig im Regen\n(Lass uns diese Nacht) einfach träumen\nTräumen	https://youtube.com/watch?v=3yUNN052q8M	True	-	"Based on the provided lyrics, my prediction is that ""Venedig Im Regen"" by Thomas Forstner from Austria will be a loser at the Eurovision song contest. The line ""Lass uns diese Nacht einfach träumen"" appears several times in the song, which suggests that the song may be lacking in originality and may not have a strong enough message to captivate the audience. The overall mood of the song is also somewhat melancholic and slow, which may not appeal to the upbeat and energetic atmosphere of the Eurovision song contest."	"Based on the lyrics and other factors such as the song's title, singer, and country of origin, I predict that ""Venedig Im Regen"" by Thomas Forstner from Austria will be a winner at the Eurovision song contest. The line ""Gefühle so tief wie die Nacht"" (Feelings as deep as the night) suggests a strong emotional connection between the singer and the subject of the song, which can be appealing to the audience. The lyrics also convey a romantic and dreamy atmosphere, which is in line with the theme of the contest. Additionally, Austria has a history of success at Eurovision and Thomas Forstner is an experienced performer, which further increases the chances of the song being a winner."
626	1992	ie	Ireland	Linda Martin	Why Me	1.0		17.0		1.0	155.0							Johnny Logan		Sometimes I watch you passing by my window\nAnd sometimes I watch you passing through my dreams\nAnd sometimes, when I look at you\nYou take my breath away\n\nSometimes I try and understand your reasons\nYou choose to feel the way you feel about me\nAnd sometimes, when I turn around\nAnd you're there, like today\nI wanna say:\n\nWhy me?\nI look at you and I get to feeling\nWhy me? (Why me? Ooh...)\nI know it's true but I can't believe it\nI keep on wonderin' why\nMy love shines in your eyes\nWhy me?\nI look at you and I ask myself\nWhy me?\n\nSometimes I lie awake and watch you sleeping\nAnd listen to the beating of your heart\nAnd sometimes, when you're lyin' there\nYou take my breath away\nAnd I wanna say\n\nWhy me?\nI look at you and I get to feeling\nWhy me? (Why me? Ooh...)\nI know it's true but I can't believe that it's me\nWho's gonna be holdin' you in my arms tonight\nAnd why it's me\nWho's gonna be the one to make you feel all right\nTonight\n\nWhy me?\nI look at you and I get to feeling\nWhy me? (Why me? Ooh...)\nI know it's true but I can't believe it\nI keep on wonderin' why\nMy love shines in your eyes\nWhy me?\nI look at you and I ask myself\nWhy me?\n\nWhy me?	https://youtube.com/watch?v=-g7Q7R3SIkI	False	https://open.spotify.com/embed/track/3Y81Q8dLI74Mgi1wbXvscv?utm_source=generator	"Based on the lyrics of ""Why Me"" by Linda Martin from Ireland, my prediction is that the song will be a winner at the Eurovision song context. The line ""My love shines in your eyes"" likely had the biggest influence on my prediction, as it conveys a strong emotional connection between the singer and the subject of the song. The lyrics express a deep and intense love that the singer has for someone, and this sentiment is likely to resonate with audiences. Additionally, the melody of the song is upbeat and catchy, which could also contribute to its potential success. Overall, the combination of emotional lyrics and a catchy melody make ""Why Me"" a strong contender for the Eurovision contest."	"Based on the given lyrics, my prediction is that the song ""Why Me"" by Linda Martin from Ireland will be a loser at the Eurovision song contest. The lyrics of the song do not contain any strong or unique phrases that suggest it will be a winner. Additionally, the line ""Sometimes I watch you passing by my window"" does not carry a significant emotional weight that would captivate the audience or the judges. Overall, the lyrics of the song do not appear to have a strong impact, and therefore, I predict it will be a loser at the competition."
648	1992	fi	Finland	Pave	Yamma Yamma	23.0		12.0		23.0	4.0							Pave Maijanen	Hector	(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n\nSiitä aikaa on kun putkiradiota kuunneltiin\nAjatuksissamme tuota laatikkoa muunneltiin\n\nSen sisällä sata oli soittajaa\nNe oli pieniä, eikä niitä nähdä saa\nYammaillaan ja kuunnellaan saundeja vanhan radion\nSe soi kuin stadion vaikka niin snadi on\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n\nKun lauloi radiossa Sinatra tai John Lennon\nNoissa tuokioissa siemeniä onnen on\nO o o...\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma...)\n\nSen sisällä sata oli soittajaa\nNe oli pieniä, eikä niitä nähdä saa\nYammaillaan ja kuunnellaan saundeja vanhan radion\nSe soi kuin stadion vaikka niin snadi on\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)	https://youtube.com/watch?v=04wdmE1l20k	True	-	"Based on the line ""Se soi kuin stadion vaikka niin snadi on"" from the lyrics of ""Yamma Yamma"" by Pave, my prediction is that the song will be a loser in the Eurovision song contest. This line implies that the song is not grand or impressive, despite the fact that it sounds like it could fill a stadium. It suggests that the song is lacking in substance or quality, which could be a turn off for the judges and audiences. Additionally, the song's lyrics seem to be about a nostalgic reminiscence of listening to a radio, which may not resonate with the Eurovision audience as much as other themes."	"Based on the song's lyrics, title, singer, and country of origin, as well as my analysis of past Eurovision winners, I predict that ""Yamma Yamma"" by Pave from Finland will be a winner at the Eurovision song contest. One of the key reasons for this prediction is the nostalgic and sentimental tone of the lyrics, which could resonate with viewers and judges alike. The repeated line ""Yamma yamma yamma yamma yamma yamma yamma ya"" creates a catchy and memorable hook that could also help the song stand out. Additionally, the line ""Kun lauloi radiossa Sinatra tai John Lennon"" (""When Sinatra or John Lennon sang on the radio"") taps into a sense of nostalgia for the golden age of music and highlights the enduring power of great songs and performers. This theme of musical history and influence could help the song connect with audiences on a deeper level. Overall, the combination of a memorable hook, sentimental lyrics, and a strong performance could make this song a winner at Eurovision."
649	1993	ie	Ireland	Niamh Kavanagh	In Your Eyes	1.0		14.0		1.0	187.0							Jimmy Walsh		Showing no emotion, my feelings locked inside\nI made myself an island, trying to take my heart and hide\nI built a wall around me, afraid of letting go\nBut suddenly an open door I never saw before\n\nIn your eyes (Your eyes)\nI see the light leading me home again\nIt's heaven in your arms, my love\nMy heart is in your hands\n(Heaven in your arms)\nIn your eyes (Your eyes)\nSeems so right\nI see forever in your smile\nThis woman is a child again\n(In your eyes)\n\nLove's been building bridges between your heart and mine\nI'm safe here on my island, but I'm out on the edge this time\nI built a wall around me, thought I'd save myself the pain\nYour touch swept me away, now I'll never play it safe again\n\nIn your eyes (Your eyes)\nI see the light leading me home again\nIt's heaven in your arms, my love\nMy heart is in your hands\n(Heaven in your arms)\nIn your eyes (Your eyes)\nSeems so right\nI see forever in your smile\nThis woman is a child again\n\nI've never been this close\nHow do I know love will survive?\nI'm walking a tightrope\nHere, in your arms, I'm alive\n\nI'm in your eyes (Your eyes)\nI see the light\nI see forever in your smile\nThis woman is a child again\n\nI'm in your eyes (In your eyes)\n(I see the light leading me home again)\nI see the light, I see the light\n(It's heaven in your arms, my love)\n(My heart is in your hands)\nWhoa...\n(In your eyes, feels so right)\nI see forever in your smile\nThis woman is a child again\nWhen I look in your eyes	https://youtube.com/watch?v=ysLHYx0c80s	False	https://open.spotify.com/embed/track/2nS3jeyYlis2CULAuZKEqN?utm_source=generator	"Based on the lyrics of ""In Your Eyes"" by Niamh Kavanagh from Ireland, I predict that this song will be a winner at the Eurovision song contest. The line ""It's heaven in your arms, my love"" had the biggest influence on my prediction because it expresses a strong emotional connection between the singer and the subject of the song, which is likely to resonate with the audience. The lyrics also convey a sense of vulnerability and willingness to take a risk for love, which can be relatable and endearing to listeners. Additionally, the melody and vocals of the song are powerful and uplifting, which further support the prediction that this song will be a winner."	"Based on the lyrics of ""In Your Eyes"" by Niamh Kavanagh from Ireland, the line ""My heart is in your hands"" had the biggest influence on my prediction that the song will be a loser. The reason for this is that the line suggests that the singer has given her heart to someone else, making her vulnerable and dependent on them. This theme of emotional vulnerability and dependence may not resonate well with the Eurovision audience, who may prefer more upbeat and empowering songs. Additionally, the overall tone and melody of the song may not be catchy enough to capture the attention of the audience and stand out among the other competing entries."
673	1993	be	Belgium	Barbara	Iemand Als Jij	25.0		7.0		25.0	3.0							Marc Vliegen	Tobana	Ik heb nog nooit iemand zo lief gehad\nAl m'n twijfels zijn voorgoed voorbij\nNooit had ik eerder dat fijn gevoel\nJij bent alles wat ik bedoel\n\nIn je ogen zie ik dat hemelsblauw\nEen warm gevoel waar ik van hou\nIk heb nog nooit iemand zo lief gehad\nZo een iemand als jij\n\nWaar ik ook ben, jij zult bij me zijn\nMet jou vind ik steeds de juiste weg\nOh... ik heb nog nooit iemand zo lief gehad\nZo een iemand als jij\n\nJij zult altijd in mijn gedachten zijn\nWat er ook met ons gebeuren mag\nWeet heel zeker dat ik op je wacht\nZelfs in 't midden van de nacht\n\nJij geeft mij vleugels, dat vrije gevoel\nDat is het nu juist wat ik bedoel\nIk heb nog nooit iemand zo lief gehad\nZo een iemand als jij\nZo een iemand als...\n\nIemand als jij	https://youtube.com/watch?v=pIRN5fO-20M	True	-	"Based on the lyrics of the song ""Iemand Als Jij"" by Barbara from Belgium, my prediction is that it will be a loser at the Eurovision song context. The line ""Weet heel zeker dat ik op je wacht"" implies a sense of waiting or longing, which may not resonate well with the audience in a competition setting. Additionally, the overall tone of the song is slow and romantic, which may not be energetic enough to stand out among other more upbeat and dynamic entries. Therefore, based on these factors, I predict that this song may not perform well in the contest."	"The line ""Jij bent alles wat ik bedoel"" suggests that the song is a love song, expressing the singer's strong feelings for their significant other. This type of emotional and romantic theme is popular among Eurovision song contest winners. Additionally, the song's title ""Iemand Als Jij"" (Someone Like You) and the singer's name Barbara from Belgium suggest a heartfelt ballad that could resonate with the audience. Overall, the lyrics and title of the song, combined with the emotional and romantic tone, lead the AI to predict that ""Iemand Als Jij"" by Barbara from Belgium has a strong chance of winning the Eurovision song contest."
674	1994	ie	Ireland	Paul Harrington & Charlie McGettigan	Rock 'n' Roll Kids	1.0		3.0		1.0	226.0							Brendan J. Graham		I remember sixty-two\nI was sixteen and so were you\nAnd we lived next door on the avenue\n\nJerry Lee was big and Elvis too\nBlue jeans and blue suede shoes\nAnd we never knew what life held in store\nWe just wanted to rock 'n' roll forever more\n\nWe were the rock 'n' roll kids\nRock 'n' roll was all we did\nAnd listenin' to those songs on the radio\nI was yours and you were mine\nThat was once upon a time\nNow we never seem to rock 'n' roll anymore\n\nNow Johnny's in love with the girl next door\nAnd Mary's down at the record store\nThey don't wanna be around us no more\n\nGolden oldies, but we hardly speak\nToo busy running to a different beat\nHard to understand we were once like them\nHow I wish we could find those rock 'n' roll days again\n\nWe were the rock 'n' roll kids\nRock 'n' roll was all we did\nAnd listenin' to those songs on the radio\nI was yours and you were mine\nThat was once upon a time\nNow we never seem to rock 'n' roll anymore\n\nI was yours and you were mine\nThat was once upon a time\nNow we never seem to rock 'n' roll\nWe just never seem to rock 'n' roll anymore	https://youtube.com/watch?v=429dqUEseTU	False	https://open.spotify.com/embed/track/4qVX2nHuFlVNp6AOVrDBGb?utm_source=generator	"Based on the title, lyrics, and other factors, my prediction is that ""Rock 'n' Roll Kids"" by Paul Harrington & Charlie McGettigan from Ireland will be a winner at the Eurovision Song Contest. The line ""And we never knew what life held in store"" suggests a sense of nostalgia for a simpler time, when rock 'n' roll was all they did and life was full of possibilities. This nostalgic tone may resonate with audiences, especially those who grew up during the rock 'n' roll era, and create a sentimental connection that could lead to a winning performance. Additionally, the upbeat rhythm and catchy melody of the song may also contribute to its potential success."	"Based on the lyrics, the line ""Hard to understand we were once like them"" suggests that the song is about nostalgia for a time when the singer and their friends were young and listened to rock 'n' roll music. However, the fact that they no longer seem to ""rock 'n' roll"" anymore suggests that they have lost touch with their youthful spirit and energy. This sentiment may not resonate with the audience of the Eurovision song contest, which tends to favor more upbeat and energetic performances. Therefore, the AI predicts that ""Rock 'n' Roll Kids"" by Paul Harrington & Charlie McGettigan from Ireland will be a loser at the Eurovision song contest."
698	1994	lt	Lithuania	Ovidijus Vyšniauskas	Lopšinė mylimai	25.0		16.0		25.0	0.0							Ovidijus Vyšniauskas	Gintaras Zdebskis	Tavo lūpos kvepia lietumi\nNuodėmė paliesti jas, išsipildymo meldžiu\nSapnas mano į tave įeis\nLikti tamsoje vienai neleis\n\nMano neliesta styga\nTu man neliesta\nMano sapnas į tave\nLieja svaigų vyną mūsų naktyje\n\nJau ir visi nakties žiedai akis užmerkė\nTik tavo toks gilus dangus\nGėlės kaip ir tu be meilės verkia\nIr sapnuoja tous pačius sapnus\n\nMano neliesta styga\nTu man neliesta\nMano sapnas į tave\nLieja svaigų vyną naktyje\n\nMano neliesta styga\nTu man neliesta\nMano sapnas į tave\nLieja svaigų vyną naktyje	https://youtube.com/watch?v=PWmh95boVZY	True	https://open.spotify.com/embed/track/29DxcGyi0zbn2DvmfktaL5?utm_source=generator	"Based on the title, singer, country of origin, and the lyrics of the song ""Lopšinė mylimai"" by Ovidijus Vyšniauskas from Lithuania, I predict that it will be a loser at the Eurovision song contest. The line ""Tu man neliesta"" is the most influential part of the lyrics in my prediction. This line translates to ""You are untouched by me"" and suggests that the relationship between the singer and the subject of the song is distant and unfulfilled. This theme of unrequited love may not resonate well with the audience and could result in a lower score for the song."	"The line ""Gėlės kaip ir tu be meilės verkia"" in the lyrics of ""Lopšinė mylimai"" by Ovidijus Vyšniauskas from Lithuania is the part that had the biggest influence on my prediction that the song will be a winner at the Eurovision song contest. The line, which roughly translates to ""Flowers, like you, weep without love,"" suggests a sense of longing and emotional depth, which is often valued in songs that do well in the contest. Additionally, the use of the metaphor of flowers weeping without love creates a poignant and memorable image that could resonate with listeners and help the song stand out. Overall, these factors contribute to my prediction that the song has a good chance of being a winner at the contest."
699	1995	no	Norway	Secret Garden	Nocturne	1.0		5.0		1.0	148.0							Rolf Løvland	Petter Skavland	La dagen få sin hvile nå\nOg natten vil våke for den\nNocturne\n\nSelv mørket må en gang forgå\nSå natten kan føde en dag	https://youtube.com/watch?v=6qqOI04uo_c	False	https://open.spotify.com/embed/track/6bk11TH82XrT5QUC1gDw9A?utm_source=generator	"The line ""Så natten kan føde en dag"" in the song ""Nocturne"" by Secret Garden from Norway suggests a message of hope and optimism, implying that even in the darkest of times, there is a possibility of a new beginning. The use of the word ""Nocturne"" in the title further emphasizes this theme, as it refers to a musical composition inspired by or evocative of the night. This combination of hopeful lyrics and a musical motif that reflects the theme of the song could resonate with the Eurovision audience and contribute to a successful performance, which is why the prediction is that the song will be a winner."	"??? - The line ""La dagen få sin hvile nå"" is the only line in the song that is in Norwegian and translates to ""Let the day have its rest now."" This line suggests that the song is a lullaby or a slow, calming melody, which may not be appealing to the lively and energetic atmosphere of the Eurovision song contest. Additionally, the song is entirely in Norwegian, which may make it difficult for audiences who do not understand the language to connect with the lyrics and the overall message of the song. Therefore, based on these factors, the prediction is that ""Nocturne"" by Secret Garden from Norway will be a loser."
721	1995	de	Germany	Stone and Stone	Verliebt In Dich	23.0		3.0		23.0	1.0							Cheyenne Stone		Manchmal, wenn ich ratlos bin\nUnd mein Glaube sich verirrt\nTief in mir die Trauer brennt\nJage nur hinter Träumen her\n\nIst mein Leben endlos leer?\nFinde keinen Frieden mehr\nSehnsucht schreit – Geborgenheit\nDoch Du bist da neben mir\nHey...\n\nKennst du das Gefühl?\nDu bist allein und die Seele friert\nMensch sein ist so schwer\nTraue Deinem Engel tief in Dir\n\nGlaub mir, ich steh zu Dir\nDu allein bist der Grund dafür\nIch fühle Dich nah, so nah bei mir\nFängst alle meine Tränen auf\n\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nWas zwischen Himmel und Erde geschieht\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nErinnerung bleibt und erzählt von Dir\nAllein Du bist der Grund dafür\n\nAngst, ich lass dich weiter ziehen\nHab dich oft genug erkannt\nIch weiss, mir kann jetzt nichts passieren\nTrage ein Herz voll Licht in mir\n\nStille Nacht, ich traue Dir\nFür mich gibt es keine Zweifel mehr\nKann Dich niemals mehr verlieren\nEin Traum wird wahr, nur mit Dir\n\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nWas zwischen Himmel und Erde geschieht\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nErinnerung bleibt und erzählt von Dir\nAllein Du bist der Grund dafür\n\nDu kannst meine Seele sehen\nAll das Licht in ihr gehört nur Dir\n\nOh... bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nWas zwischen Himmel und Erde geschieht\nBin so verliebt in Dich (Bin so verliebt in Dich)\nBin so verliebt in Dich (Bin so verliebt...)	https://youtube.com/watch?v=3jGi32Xqg8g	True	-	"Based on the lyrics of ""Verliebt In Dich"" by Stone and Stone from Germany, I predict that this song will be a loser at the Eurovision Song Contest. The line ""Für mich gibt es keine Zweifel mehr"" implies that the singer is not feeling confident or uncertain about something, which may not resonate well with the audience. Additionally, the overall tone of the song seems to be melancholic and sad, which may not be very appealing to Eurovision viewers who tend to prefer upbeat and energetic songs."	"Based on the lyrics, my prediction that ""Verliebt In Dich"" by Stone and Stone from Germany will be a winner at Eurovision is influenced by the line ""Glaub mir, ich steh zu Dir"", which means ""Believe me, I stand by you"" in English. This line conveys a message of support and loyalty to the listener, which could resonate with the audience and evoke emotions of love and togetherness. The song also has a romantic and uplifting tone, with lyrics that express the joy and excitement of being in love, and a catchy melody that could potentially capture the attention of the Eurovision audience. Overall, these factors suggest that the song has a good chance of being well-received and potentially winning the competition."
722	1996	ie	Ireland	Eimear Quinn	The Voice	1.0		17.0		1.0	162.0							Brendan J. Graham		"I hear your voice on the wind\nAnd I hear you call out my name\n\n""Listen my child,"" you say to me\n""I am the voice of your history""\n""Be not afraid, come follow me""\n""Answer my call and I'll set you free""\n\nI am the voice in the wind and the pouring rain\nI am the voice of your hunger and pain\nI am the voice that always is calling you\nI am the voice, I will remain\n\nI am the voice in the fields when the summer's gone\nThe dance of the leaves when the autumn winds blow\nNe'er do I sleep throughout all the cold winter long\nI am the force that in springtime will grow\n\nI am the voice of the past that will always be\nFilled with my sorrows and blood in my fields\nI am the voice of the future\nBring me your peace\nBring me your peace and my wounds, they will heal\n\nI am the voice in the wind and the pouring rain\nI am the voice of your hunger and pain\nI am the voice that always is calling you\nI am the voice\n\nI am the voice of the past that will always be\nI am the voice of your hunger and pain\nI am the voice of the future\nI am the voice\nI am the voice\nI am the voice\nI am the voice"	https://youtube.com/watch?v=JPSZxPGv7dI	False	https://open.spotify.com/embed/track/6SA7BxY6zh5SaxUBp3tCtb?utm_source=generator	"Based on the lyrics of the song ""The Voice"" by Eimear Quinn from Ireland, my prediction that the song will be a winner at the Eurovision song context is largely influenced by the line ""Answer my call and I'll set you free"". This line is significant because it carries a strong message of hope and liberation, which can resonate well with the audience and judges. The song's overall theme of perseverance and overcoming adversity, as well as the powerful and emotional delivery by the singer, also contribute to my prediction of it being a winner."	"??? - Based on the title of the song ""The Voice"" and the lyrics that describe the voice as being the force that always calls and never sleeps, the AI has predicted that this song will be a winner. However, upon examining the lyrics further, the AI has revised its prediction and now predicts that the song will be a loser. The line ""I am the voice of the future"" suggests that the song is meant to inspire hope and optimism for the future, but the overall tone of the lyrics is somewhat somber and introspective, which may not resonate well with Eurovision audiences. Additionally, the lack of a strong chorus or catchy melody may make the song less memorable and less likely to stand out among the other entries. Therefore, the AI has predicted that this song will not perform well in the contest."
744	1996	fi	Finland	Jasmine	Niin Kaunis On Taivas	23.0		18.0		23.0	9.0							Timo Niemi		Niin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\n\nJoka sekunnin, jonka kanssas olla saan\nJoka minuutin, tunnen yhä varmemmin\nRakkaus ikuinen, kohtalomme yhteinen\nSe uni suloinen, kuin on\n\nNiin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\n\nJoka sekunnin, jonka luonas olla saan\nJoka minuutin, tunnen yhä paremmin\nVoima tunteiden, meille sykkii rakkauden\nSe uni suloinen kuin on, on\n\nNiin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\n\nNiin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\nLuonas olla tahdon vaan\nLuonas olla tahdon vaan	https://youtube.com/watch?v=ix686JwXJik	True	https://open.spotify.com/embed/track/5s1mnyZYPHcxtZVwUQatsh?utm_source=generator	"Based on the lyrics of ""Niin Kaunis On Taivas"" by Jasmine from Finland, my prediction is that this song will be a loser at the Eurovision Song Contest. The main reason for this prediction is that the lyrics lack a strong emotional impact, which is an important factor in winning the contest. The line ""Voima tunteiden, meille sykkii rakkauden"" does express some emotions related to love, but the overall message of the song is not particularly unique or memorable. Additionally, the song lacks a catchy and memorable melody, which is another important factor for success at Eurovision. Overall, the lack of a strong emotional impact and a memorable melody makes it unlikely that ""Niin Kaunis On Taivas"" will be a winning song at Eurovision."	"The line ""Joka minuutin, tunnen yhä varmemmin"" translates to ""Every minute, I feel more and more certain"" in English. This line, along with the overall positive and uplifting tone of the song, suggests that the lyrics are about a strong and enduring love. The use of celestial imagery in the lyrics also adds to the romantic and dreamy atmosphere of the song. These factors lead me to predict that ""Niin Kaunis On Taivas"" by Jasmine from Finland will be a winner at the Eurovision Song Contest."
745	1997	gb	United Kingdom	Katrina and The Waves	Love Shine A Light	1.0		24.0		1.0	227.0							Kimberley Rew		Love, shine a light in every corner of my heart\nLet the love light carry, let the love light carry\nLight up the magic in every little part\nLet our love shine a light in every corner of our hearts\n\nLove, shine a light in every corner of my dream\nLet the love light carry, let the love light carry\nLike the mighty river flowin' from the stream\nLet our love shine a light in every corner of my dream\n\nAnd we're all gonna shine a light together\nAll shine a light to light the way\nBrothers and sisters in every little part\nLet our love shine a light in every corner of our hearts\n\nLove, shine a light in every corner of the world\nLet the love light carry, let the love light carry\nLight up the magic for every boy and girl\nLet our love shine a light in every corner of the world\n\nAnd we're all gonna shine a light together\nAll shine a light to light the way\nBrothers and sisters in every little part\nLet our love shine a light in every corner of our hearts\n\nAnd we're all gonna shine a light together\nAll shine a light to light the way\nBrothers and sisters in every little part\nLet our love shine a light in every corner of our hearts\n\nShine a light in every corner of our hearts	https://youtube.com/watch?v=azw4Kh8Rqpw	False	https://open.spotify.com/embed/track/0WdBh2BQOq9U7PMk6sWzMz?utm_source=generator	"Based on the lyrics of ""Love Shine A Light"" by Katrina and The Waves, the line ""Light up the magic in every little part"" had the biggest influence on my prediction that the song will be a winner. The lyrics of the song have a positive and uplifting message of spreading love and light, and this line specifically encourages the listener to find magic and positivity in every little part of their lives. This message of spreading love and positivity is likely to resonate with a wide audience, and the upbeat and catchy melody of the song will likely help it to stand out and be memorable. Overall, the combination of the positive message and catchy melody make this song a strong contender for a winning entry in the Eurovision Song Contest."	"??? - Based on the lyrics of the song ""Love Shine A Light"" by Katrina and The Waves, the line ""Love, shine a light in every corner of my dream"" may have influenced the prediction that the song will be a loser. This could be because the line is somewhat generic and lacks a distinct message or theme that might capture the attention of Eurovision voters. Additionally, the use of repetitive and simple lyrics throughout the song may not make it stand out among the other entries in the competition."
